科目,出題回,問題文,選択肢1,選択肢2,選択肢3,選択肢4,正解,解説
東洋医学概論,32,"次の文で示す病証に対する鍼の補瀉手技で適切なのはどれか。
「21 歳の男性。昨日、薄着で外出したところ、今朝から悪寒と頭痛を自覚した。咳、痰はみられない。脈は浮緊を認める。」",刺入後、押手を揺るがせる。,刺入後、細かく鍼を回転させる。,呼気時に刺入し、吸気時に抜鍼する。,浅く刺入し、後に深くする。,1,
東洋医学概論,32,治法八法で停滞した病理産物を散らすのに最も適切なのはどれか.,汗　法,清　法,吐　法,消　法,4,
東洋医学概論,33,些細なことでも恐れる人の五官に現れる症状はどれか。,脱毛,浮腫,耳聾,口甜,3,
東洋医学概論,33,血について正しいのはどれか。,宗気により構成される。,精神活動を正常に維持する。,脈外をめぐり全身に分布する。,生命活動を維持する精微物質である。,2,
東洋医学概論,33,津液について正しいのはどれか。,腎精により生成される。,三焦を通り全身をめぐる。,脾によって全身に輸布される。,停滞すると脹痛が起こりやすい。,2,
東洋医学概論,33,水穀を水穀の精微と糟粕に変化させる作用はどれか。,和　降,化　物,伝　化,流　通,2,
東洋医学概論,33,諸気を主宰する臓腑はどれか。,肝,肺,胆,三焦,4,
東洋医学概論,33,臓腑に連絡しないのはどれか。,経脈,経別,経筋,絡脈,3,
東洋医学概論,33,夏に最も影響を受けやすい外邪の特徴はどれか。,開泄性,乾燥性,炎上性,昇散性,4,
東洋医学概論,33,七情において、気を消耗する感情が過度に生じることでみられる症状はどれか。,頭痛,動悸,咳嗽,軟便,3,
東洋医学概論,33,裏実熱と裏虚熱が同時にみられるのはどれか。,肝火犯肺,心肝火旺,心腎不交,脾胃湿熱,3,
東洋医学概論,33,"次の症例で最も適切な臓腑病証はどれか。
「75歳の男性。夜間の頻尿と咳で不眠が続いている。口が乾き、から咳がみられ、腰膝酸軟と盗汗を伴う。舌質は痩、脈は細を認める。」",心腎不交,心肝血虚,肺脾気虚,肺腎陰虚,4,
東洋医学概論,33,"次の分で示す経脈病証はどれか。
「胸苦しさ、胸の熱感、手掌のほてり、息切れがみられる。」",手の太陰経病証,手の少陽経病証,手の少陰経病証,手の太陽経病証,1,
東洋医学概論,33,舌質の色でみられるのはどれか。,紫,黒,黄色,白,1,
東洋医学概論,33,弁証の進め方で最初に判断すべきなのはどれか。,気と血,虚と実,寒と熱,表と裏,4,
東洋医学概論,33,"次の分で示す六経病証はどれか。
「悪寒と発熱を交互に繰り返し、目眩がある。脈は弦を認める。」",少陽病,陽明病,太陰病,少陰病,1,
東洋医学概論,33,六部定位脈診で右関上の沈の部が虚している場合、難経六十九難に基づく治療穴はどれか。,暘谷,労宮,少衝,経渠,2,
東洋医学概論,33,鍼施術における補法はどれか。,速刺速抜する。,刺入した鍼を押手で揺るがせる。,患者の吸気時に刺入し、呼気時に抜鍼する。,抜鍼後は直ちに鍼孔を閉じる。,4,
東洋医学概論,34,陰の生理に属するのはどれか。,気　化,温　煦,寧　静,推　動,3,
東洋医学概論,34,腠理を開闔するのはどれか。,衛　気,宗　気,営　気,原　気,1,
東洋医学概論,34,「記憶を維持し、思考を経験として蓄積する」とされる五神に関連する臓はどれか。,肺,肝,脾,腎,4,
東洋医学概論,34,天癸が化生され、生殖機能が備わる生殖物質はどれか。,気,血,精,水,3,
東洋医学概論,34,六腑で原気を各臓腑へ運ぶ通路となるのはどれか。,胆,三　焦,胃,大　腸,2,
東洋医学概論,34,経脈を流れる気血の多少が太陰経と同じになる経脈はどれか。,太陽経,少陽経,陽明経,厥陰経,2,
東洋医学概論,34,風邪の性質でないのはどれか。,上部を侵しやすい。,燥邪を伴いやすい。,発汗を生じやすい。,百病の長と言われる。,2,
東洋医学概論,34,三毒説に直接関係するのはどれか。,房事過多,七情の失調,飲食不節,労　倦,3,
東洋医学概論,34,次の症例の病証にみられる症状で最も適切なのはどれか。「48歳の男性。胸苦しさがあり、噯気や放屁が多い。毎日夜遅くまで飲酒する習慣がある。」,尿失禁,抑うつ感,手足のしびれ,皮膚のむくみ,2,
東洋医学概論,34,次の症例の病証でみられるのはどれか。「50歳の男性。炎天下の作業で熱中症になった。1週間後から、不眠、頬の発赤、午後の微熱がみられる。脈は細数を認める。」,息切れ,胖大舌,五心煩熱,胸部の刺痛,3,
東洋医学概論,34,次の症例の病証でみられる舌所見はどれか。「28歳の男性。眉間の痛みを伴う頭痛。随伴症状は鼻出血、呑酸、げっぷ、不眠、便秘、食後にすぐ空腹感が起こる。脈は滑数。腹は胃脘部の圧痛を認める。」,薄　苔,白　苔,黄　苔,剥　苔,3,
東洋医学概論,34,経脈病証で「手掌のほてりと痛み、咽喉が渇いて飲み物をほしがる、目が黄ばみ、胸肋部が痛む」のはどれか。,手の少陰心経病証,手の太陰経肺経病証,手の少陽三焦経病証,手の陽明大腸経病証,1,
東洋医学概論,34,奇経八脈病証で「背骨のこわばり、頭痛、心臓部痛、足の冷え、遺尿がある」のはどれか。,督脈病証,任脈病証,衝脈病証,帯脈病証,1,
東洋医学概論,34,四診法で発汗を診ることができないのはどれか。,神　技,聖　技,工　技,巧　技,2,
東洋医学概論,34,次の症例の経脈病証はどれか。「25歳の女性。先週から腰痛があり、うつむきや仰向けができない。季肋部の腫れや下腹部膨満感もある。咽喉の乾きや下痢がある。顔色すすけて青黒い。」,足の少陰経病証,足の経陰経病証,足の太陽経病証,足の少陽経病証,2,
東洋医学概論,34,十二刺で、胸痛に対して胸部と背部の圧痛点に前後から1鍼ずつ刺すのはどれか。,偶　刺,短　刺,報　刺,揚　刺,1,
経絡経穴概論,25,内眼角で接続する経脈の井穴の組合せで正しいのはどれか。,関衝 ――― 足竅陰,少沢 ――― 至陰,隠白 ――― 少衝,商陽 ――― 厲兌,2,
経絡経穴概論,25,骨度で犢鼻から下巨虚までと同じなのはどれか。,前髪際中点から後髪際中点,中指尖から手関節横紋,腋窩横紋前端から肘窩,胸骨体下端から臍中央,3,
経絡経穴概論,25,骨度で大腸経の郄穴から臂臑までと同じなのはどれか。,陽蹻脈の郄穴から委陽,胃経の郄穴から気衝,膀胱経の合土穴から承扶,陽維脈の郄穴から中瀆,3,
経絡経穴概論,25,陽蹻脈の八脈交会穴の部位で正しいのはどれか。,内果後下方、踵骨上方、アキレス腱付着部内側前方の陥凹部,外果尖の直下、外果下縁と踵骨の間の陥凹部,第4・第5中足骨底接合部の遠位、第5指の長指伸筋腱外側の陥凹部,内果尖の下方1寸、内果下方の陥凹部,2,
経絡経穴概論,25,三叉神経第1枝の領域にある経穴はどれか。,素髎,下関,迎香,四白,1,
経絡経穴概論,25,デルマトームでＣ6領域上に位置する経穴はどれか。,中渚,後渓,魚際,液門,3,
経絡経穴概論,25,経穴と腱の位置関係で正しいのはどれか。,通里は尺側手根屈筋腱の尺側にある。,中封は後脛骨筋腱の前縁にある。,陽渓は長母指外転筋腱と短母指伸筋腱の間にある。,陰谷は半腱様筋腱の外縁にある。,4,
経絡経穴概論,25,奇穴の子宮と同じ高さにある経穴はどれか。,水道,大赫,府舎,急脈,2,
経絡経穴概論,25,体重節痛の際に用いる経穴部位で正しいのはどれか。,足外側、第5中足骨粗面の遠位、赤白肉際,足関節前内側、前脛骨筋腱内側の陥凹部、内果尖の前方,内果後下方、踵骨上方、アキレス腱付着部内側前方の陥凹部,第4・第5中足骨底接合部の遠位、第5指の長指伸筋腱外側の陥凹部,4,
経絡経穴概論,25,下肢にある郄穴の部位はどれか。,外果尖の直下、外果下縁と踵骨の間の陥凹部,内側広筋隆起部、膝蓋骨底内端の上方2寸,腓骨の前方、外果尖の上方7寸,脛骨内側面の中央、内果尖の上方5寸,3,
経絡経穴概論,25,八総穴で督脈の主治穴の部位はどれか。,橈骨と尺骨の骨間の中点、手関節背側横紋の上方2寸,長掌筋腱と橈側手根屈筋腱の間、手関節掌側横紋の上方2寸,第5中手指節関節尺側の近位陥凹部、赤白肉際,長母指外転筋腱と短母指伸筋腱の間、手関節掌側横紋の上方1寸5分,3,
経絡経穴概論,25,奇穴と経穴が同じ高さにある組合せはどれか。,痞根 ――― 腎兪,定喘 ――― 肩外兪,接脊 ――― 胃兪,腰眼 ――― 関元兪,3,
経絡経穴概論,25,小円筋のトリガーポイント好発部位に当たるのはどれか。,秉風,肩貞,肩外兪,天宗,2,
経絡経穴概論,26,経脈の走行について正しいのはどれか。 ,頚部では胃経と小腸経の間を大腸経が上行する。 ,腹部では腎経と胃経の間を脾経が上行する。 ,前腕後面では大腸経と三焦経の間を小腸経が上行する。 ,下腿内側では肝経と脾経の間を腎経が上行する。,1,
経絡経穴概論,26,奇経と関係する経穴の組合せで正しいのはどれか。 ,陽蹻脈――――金門 ,陰蹻脈――――築賓 ,陽維脈――――居髎 ,陰維脈――――府舎,4,
経絡経穴概論,26,心包経の経金穴と合水穴の間と同じ骨度はどれか。 ,両乳頭間 ,両乳様突起間 ,眉間から前髪際中点 ,臍中央から恥骨結合上縁,2,
経絡経穴概論,26,経穴とその部位を支配している神経の組合せで正しいのはどれか。 ,天牖―――――大後頭神経 ,天窓―――――大耳介神経 ,天突―――――頚横神経 ,欠盆―――――鎖骨下神経,3,
経絡経穴概論,26,八会穴の腑会の部位はどれか。 ,前正中線上、胸骨体下端の下方1寸 ,前正中線上、第4肋間と同じ高さ ,前正中線上、臍中央の上方4寸 ,前正中線上、臍中央の上方6寸,3,
経絡経穴概論,26,経穴と体表指標の組合せで同じ高さにあるのはどれか。 ,天鼎――――甲状軟骨上縁 ,天柱――――外後頭隆起 ,胞盲――――仙骨裂孔 ,髀関――――大転子頂点,4,
